Frequency,Spectral Function
0,1.47599684503952e-23
0.00628318530717959,18.5513444656216
0.0125663706143592,16.4172780840712
0.0188495559215388,12.274213023394
0.0251327412287183,9.97524145796524
0.0314159265358979,11.090357175584
0.0376991118430775,13.0928283953455
0.0439822971502571,8.65862883968873
0.0502654824574367,7.59163338677997
0.0565486677646163,8.22090618817155
0.0628318530717959,8.8147029048842
0.0691150383789755,7.2484524019704
0.075398223686155,7.81496945504192
0.0816814089933346,8.44522947849494
0.0879645943005142,6.63901173732486
0.0942477796076938,7.46758087730105
0.100530964914873,7.57863576790043
0.106814150222053,8.36507774785673
0.113097335529233,8.4468070611655
0.119380520836412,6.65090571715482
0.125663706143592,7.60553843332372
0.131946891450771,6.55467045478107
0.138230076757951,7.13073901677102
0.14451326206513,7.22803205287504
0.15079644737231,6.56494773744419
0.15707963267949,6.45770574294954
0.163362817986669,7.92013712726319
0.169646003293849,6.45163903647342
0.175929188601028,6.15101357040914
0.182212373908208,7.10059334565145
0.188495559215388,7.83133465664689
0.194778744522567,6.87800820959419
0.201061929829747,7.7052002344781
0.207345115136926,6.72370071930007
0.213628300444106,7.17881349262731
0.219911485751285,6.79420473515254
0.226194671058465,6.28672358889072
0.232477856365645,8.27951761820576
0.238761041672824,7.73731509420019
0.245044226980004,7.87606723454807
0.251327412287183,6.32905773575998
0.257610597594363,7.28676514321006
0.263893782901543,7.07484931558562
0.270176968208722,6.0518643135496
0.276460153515902,6.27556360416235
0.282743338823081,7.35155659646854
0.289026524130261,5.93404069373968
0.295309709437441,8.43603555736235
0.30159289474462,6.44065995531482
0.3078760800518,6.51883825844043
0.314159265358979,7.81428285745516
0.320442450666159,6.75090259887195
0.326725635973338,6.70172767785942
0.333008821280518,6.94044162012252
0.339292006587698,8.64100783131422
0.345575191894877,6.69893951901811
0.351858377202057,8.15525561835021
0.358141562509236,6.57330037150487
0.364424747816416,7.25482232006867
0.370707933123596,7.94653867314342
0.376991118430775,9.32440333470896
0.383274303737955,8.14106757720316
0.389557489045134,9.76156505774873
0.395840674352314,10.2116709832512
0.402123859659494,12.2023136936481
0.408407044966673,17.2070375044165
0.414690230273853,22.4923060765407
0.420973415581032,46.2957223932379
0.427256600888212,69.7647709233023
0.433539786195391,111.182101553631
0.439822971502571,177.280771447629
0.446106156809751,738.006155481624
0.45238934211693,1528.29420321044
0.45867252742411,4472.49476805594
0.464955712731289,551.210427221656
0.471238898038469,138.439290635456
0.477522083345649,70.1945570476159
0.483805268652828,40.1026248114773
0.490088453960008,29.2344387923734
0.496371639267187,23.3123611023184
0.502654824574367,17.694545398941
0.508938009881546,18.4473665328552
0.515221195188726,15.9905148648606
0.521504380495906,10.1709291362417
0.527787565803085,10.5546722425812
0.534070751110265,10.72124233983
0.540353936417444,9.28165184441478
0.546637121724624,9.47873582540122
0.552920307031804,9.29050186984367
0.559203492338983,10.2807855709601
0.565486677646163,8.30524760844412
0.571769862953342,11.2144126695319
0.578053048260522,10.4443573794517
0.584336233567701,8.51992453284829
0.590619418874881,7.07562422916041
0.596902604182061,7.36378148067588
0.60318578948924,7.5111190776087
0.60946897479642,6.66238379642562
0.615752160103599,8.80004376584735
0.622035345410779,8.37131983888769
0.628318530717959,7.54415697084804
0.634601716025138,6.79734962334134
0.640884901332318,8.25223268177105
0.647168086639497,7.810180039926
0.653451271946677,7.12891478761911
0.659734457253857,7.77451316864632
0.666017642561036,7.5653097971543
0.672300827868216,7.61061340604191
0.678584013175395,7.80709175673557
0.684867198482575,6.88822360128185
0.691150383789754,8.31185173707755
0.697433569096934,7.95514788643469
0.703716754404114,8.98632280125672
0.709999939711293,8.10580733754273
0.716283125018473,7.5612165440058
0.722566310325652,8.43181096355037
0.728849495632832,9.90265452723643
0.735132680940012,10.6498440932511
0.741415866247191,8.12868277801555
0.747699051554371,7.09267142388977
0.75398223686155,8.72110611676179
0.76026542216873,10.1322405844993
0.76654860747591,7.35457173878307
0.772831792783089,8.68667672923277
0.779114978090269,11.0095671416655
0.785398163397448,8.37622942521224
0.791681348704628,8.20450054858091
0.797964534011807,7.13168085761751
0.804247719318987,7.59296365513002
0.810530904626167,6.17115869458449
0.816814089933346,5.5273907781643
0.823097275240526,6.32277184272912
0.829380460547705,7.12903968149843
0.835663645854885,7.18658268084838
0.841946831162064,6.39502704875077
0.848230016469244,7.61523794882099
0.854513201776424,6.76479419205009
0.860796387083603,7.34314315170727
0.867079572390783,8.53944879792941
0.873362757697962,10.1340006669483
0.879645943005142,9.62346868237452
0.885929128312322,10.5823105268699
0.892212313619501,12.6442755335433
0.898495498926681,14.1050612515544
0.90477868423386,13.8752078049596
0.91106186954104,16.3051772319149
0.91734505484822,20.9219396105366
0.923628240155399,14.9489119048008
0.929911425462579,12.1246064122895
0.936194610769758,8.05668555944834
0.942477796076938,7.23495807055814
0.948760981384117,5.53971604589443
0.955044166691297,5.39230194884104
0.961327351998477,5.84672194415955
0.967610537305656,4.58673453025949
0.973893722612836,4.59925817896557
0.980176907920015,4.49560175466893
0.986460093227195,4.77390138545633
